Farm_ID,Date,Crop,Disease,Growth_Stage,Weather_Condition,Severity,Treatment_Applied,Treatment_Type,Dosage,Cost_Per_Acre,Outcome,Analyst_Notes
a3780ad9,1/25/2026,Apple,Black Rot,Flowering,Dry/Sunny,Moderate,Lime Sulfur,Organic,2.0 pts/acre,13,Partial Control,Lime Sulfur used during Flowering stage under Dry/Sunny conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
57547836,8/7/2025,Potato,Early Blight,Seedling,Dry/Sunny,Moderate,Bacillus subtilis,Organic,2.0 pts/acre,25,Partial Control,Bacillus subtilis used during Seedling stage under Dry/Sunny conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
9775c228,8/3/2025,Grape,Leaf Blight,Harvest Ready,Rainy,Moderate,Mancozeb,Chemical,2.0 pts/acre,24,Failure,Mancozeb used during Harvest Ready stage under Rainy conditions for Moderate Leaf Blight. Outcome: Failure. unsafe due to PHI (66 days).
370da67e,7/5/2025,Apple,Cedar Apple Rust,Vegetative,Humid,Critical,Myclobutanil,Chemical,3.0 pts/acre,37,Success,Myclobutanil used during Vegetative stage under Humid conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
9c29fcbc,11/17/2025,Apple,Cedar Apple Rust,Fruiting,Hot,High,Myclobutanil,Chemical,3.0 pts/acre,37,Success,Myclobutanil used during Fruiting stage under Hot conditions for High Cedar Apple Rust. Outcome: Success. Recommended.
c2280200,11/11/2025,Grape,Leaf Blight,Flowering,Humid,Low,Mancozeb,Chemical,2.0 pts/acre,16,Success,Mancozeb used during Flowering stage under Humid conditions for Low Leaf Blight. Outcome: Success. Recommended.
7baa9106,6/18/2025,Potato,Early Blight,Fruiting,Dry/Sunny,Low,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,48,Success,Azoxystrobin (Quadris) used during Fruiting stage under Dry/Sunny conditions for Low Early Blight. Outcome: Success. Recommended.
ed2398ae,11/12/2025,Grape,Leaf Blight,Fruiting,Humid,High,Copper Oxychloride,Chemical,3.0 pts/acre,15,Partial Control,Copper Oxychloride used during Fruiting stage under Humid conditions for High Leaf Blight. Outcome: Partial Control. Recommended.
5c28d862,7/15/2025,Potato,Late Blight,Vegetative,Rainy,High,Propamocarb,Chemical,3.0 pts/acre,36,Partial Control,Propamocarb used during Vegetative stage under Rainy conditions for High Late Blight. Outcome: Partial Control. Recommended.
be6a2412,4/16/2025,Apple,Cedar Apple Rust,Seedling,Cold,Moderate,Propiconazole,Chemical,2.0 pts/acre,35,Success,Propiconazole used during Seedling stage under Cold conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
db9b1d7f,3/3/2025,Potato,Early Blight,Seedling,Dry/Sunny,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,21,Success,Chlorothalonil (Bravo) used during Seedling stage under Dry/Sunny conditions for High Early Blight. Outcome: Success. Recommended.
e470055a,9/6/2025,Potato,Late Blight,Harvest Ready,Dry/Sunny,Low,Fixed Copper,Organic,2.0 pts/acre,13,Partial Control,Fixed Copper used during Harvest Ready stage under Dry/Sunny conditions for Low Late Blight. Outcome: Partial Control. Recommended.
15946b85,5/2/2025,Potato,Early Blight,Harvest Ready,Dry/Sunny,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,20,Failure,Mancozeb (Dithane) used during Harvest Ready stage under Dry/Sunny conditions for High Early Blight. Outcome: Failure. unsafe due to PHI (5 days).
012a0f35,12/24/2025,Tomato,Early Blight,Seedling,Cold,High,Copper Hydroxide,Organic,3.0 pts/acre,13,Partial Control,Copper Hydroxide used during Seedling stage under Cold conditions for High Early Blight. Outcome: Partial Control. Recommended.
89a64c09,1/16/2026,Grape,Esca (Black Measles),Vegetative,Hot,Critical,Pruning & Sanitation,Mechanical,3.0 pts/acre,101,Partial Control,Pruning & Sanitation used during Vegetative stage under Hot conditions for Critical Esca (Black Measles). Outcome: Partial Control. Recommended.
7d2479d6,4/3/2025,Potato,Late Blight,Harvest Ready,Hot,Low,Fixed Copper,Organic,2.0 pts/acre,10,Partial Control,Fixed Copper used during Harvest Ready stage under Hot conditions for Low Late Blight. Outcome: Partial Control. Recommended.
3beb9f6d,12/8/2025,Potato,Early Blight,Harvest Ready,Dry/Sunny,Moderate,Mancozeb (Dithane),Chemical,2.0 pts/acre,19,Failure,Mancozeb (Dithane) used during Harvest Ready stage under Dry/Sunny conditions for Moderate Early Blight. Outcome: Failure. unsafe due to PHI (5 days).
c710040a,2/5/2026,Apple,Apple Scab,Harvest Ready,Dry/Sunny,Moderate,Sulfur,Organic,2.0 pts/acre,8,Partial Control,Sulfur used during Harvest Ready stage under Dry/Sunny conditions for Moderate Apple Scab. Outcome: Partial Control. Recommended.
7369bbb6,11/9/2025,Potato,Late Blight,Seedling,Humid,Low,Fixed Copper,Organic,2.0 pts/acre,14,Partial Control,Fixed Copper used during Seedling stage under Humid conditions for Low Late Blight. Outcome: Partial Control. Recommended.
1bcf1445,9/27/2025,Apple,Cedar Apple Rust,Seedling,Dry/Sunny,Low,Myclobutanil,Chemical,2.0 pts/acre,36,Success,Myclobutanil used during Seedling stage under Dry/Sunny conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
dac603dd,1/13/2026,Potato,Late Blight,Seedling,Dry/Sunny,Low,Fixed Copper,Organic,2.0 pts/acre,13,Partial Control,Fixed Copper used during Seedling stage under Dry/Sunny conditions for Low Late Blight. Outcome: Partial Control. Recommended.
69233cfa,6/10/2025,Tomato,Late Blight,Seedling,Dry/Sunny,Low,Ridomil Gold,Chemical,2.0 pts/acre,56,Success,Ridomil Gold used during Seedling stage under Dry/Sunny conditions for Low Late Blight. Outcome: Success. Recommended.
d1c6aa96,12/19/2025,Tomato,Late Blight,Vegetative,Cold,Critical,Propamocarb,Chemical,3.0 pts/acre,42,Success,Propamocarb used during Vegetative stage under Cold conditions for Critical Late Blight. Outcome: Success. Recommended.
b66bf7a3,4/13/2025,Grape,Leaf Blight,Seedling,Dry/Sunny,Critical,Mancozeb,Chemical,3.0 pts/acre,20,Success,Mancozeb used during Seedling stage under Dry/Sunny conditions for Critical Leaf Blight. Outcome: Success. Recommended.
3c31923e,1/2/2026,Tomato,Bacterial Spot,Flowering,Humid,Critical,Agri-Mycin,Chemical,3.0 pts/acre,38,Partial Control,Agri-Mycin used during Flowering stage under Humid conditions for Critical Bacterial Spot. Outcome: Partial Control. Recommended.
44420586,7/6/2025,Grape,Leaf Blight,Flowering,Rainy,Critical,Copper Oxychloride,Chemical,3.0 pts/acre,21,Partial Control,Copper Oxychloride used during Flowering stage under Rainy conditions for Critical Leaf Blight. Outcome: Partial Control. Recommended.
ce0eb9e4,12/6/2025,Grape,Leaf Blight,Harvest Ready,Cold,Critical,Mancozeb,Chemical,3.0 pts/acre,22,Failure,Mancozeb used during Harvest Ready stage under Cold conditions for Critical Leaf Blight. Outcome: Failure. unsafe due to PHI (66 days).
4d6643fe,12/1/2025,Tomato,Early Blight,Vegetative,Hot,High,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,40,Success,Azoxystrobin (Quadris) used during Vegetative stage under Hot conditions for High Early Blight. Outcome: Success. Recommended.
b0172e12,3/9/2025,Grape,Black Rot,Fruiting,Humid,Moderate,Lime Sulfur,Organic,2.0 pts/acre,11,Partial Control,Lime Sulfur used during Fruiting stage under Humid conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
9185c9c4,9/18/2025,Apple,Cedar Apple Rust,Vegetative,Dry/Sunny,Moderate,Myclobutanil,Chemical,2.0 pts/acre,36,Success,Myclobutanil used during Vegetative stage under Dry/Sunny conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
32592f1a,4/13/2025,Grape,Esca (Black Measles),Harvest Ready,Dry/Sunny,Low,Trichoderma species,Organic,2.0 pts/acre,37,Partial Control,Trichoderma species used during Harvest Ready stage under Dry/Sunny conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
75271fe9,7/17/2025,Apple,Black Rot,Flowering,Hot,High,Captan,Chemical,3.0 pts/acre,17,Partial Control,Captan used during Flowering stage under Hot conditions for High Black Rot. Outcome: Partial Control. Recommended.
5e6a8bac,11/3/2025,Grape,Leaf Blight,Flowering,Hot,Moderate,Copper Oxychloride,Chemical,2.0 pts/acre,16,Partial Control,Copper Oxychloride used during Flowering stage under Hot conditions for Moderate Leaf Blight. Outcome: Partial Control. Recommended.
1a1c7cf6,4/2/2025,Tomato,Bacterial Spot,Seedling,Humid,Moderate,Copper + Mancozeb,Chemical,2.0 pts/acre,23,Success,Copper + Mancozeb used during Seedling stage under Humid conditions for Moderate Bacterial Spot. Outcome: Success. Recommended.
93fe4b3c,10/27/2025,Apple,Cedar Apple Rust,Flowering,Cold,High,Propiconazole,Chemical,3.0 pts/acre,34,Success,Propiconazole used during Flowering stage under Cold conditions for High Cedar Apple Rust. Outcome: Success. Recommended.
c4d6f570,5/7/2025,Potato,Late Blight,Flowering,Dry/Sunny,High,Propamocarb,Chemical,3.0 pts/acre,44,Success,Propamocarb used during Flowering stage under Dry/Sunny conditions for High Late Blight. Outcome: Success. Recommended.
a4b39e81,10/1/2025,Tomato,Bacterial Spot,Seedling,Cold,Critical,Agri-Mycin,Chemical,3.0 pts/acre,33,Partial Control,Agri-Mycin used during Seedling stage under Cold conditions for Critical Bacterial Spot. Outcome: Partial Control. Recommended.
f06b87fe,4/19/2025,Potato,Late Blight,Flowering,Cold,High,Fixed Copper,Organic,3.0 pts/acre,20,Partial Control,Fixed Copper used during Flowering stage under Cold conditions for High Late Blight. Outcome: Partial Control. Recommended.
c8d634a6,5/3/2025,Apple,Apple Scab,Flowering,Cold,Low,Sulfur,Organic,2.0 pts/acre,10,Partial Control,Sulfur used during Flowering stage under Cold conditions for Low Apple Scab. Outcome: Partial Control. Recommended.
a869e6db,10/18/2025,Grape,Leaf Blight,Seedling,Humid,Critical,Copper Oxychloride,Chemical,3.0 pts/acre,19,Partial Control,Copper Oxychloride used during Seedling stage under Humid conditions for Critical Leaf Blight. Outcome: Partial Control. Recommended.
d7d87ae1,3/29/2025,Apple,Black Rot,Flowering,Cold,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,37,Success,Thiophanate-methyl used during Flowering stage under Cold conditions for Low Black Rot. Outcome: Success. Recommended.
333b8c0e,10/16/2025,Apple,Black Rot,Fruiting,Humid,Critical,Lime Sulfur,Organic,3.0 pts/acre,11,Failure,Lime Sulfur used during Fruiting stage under Humid conditions for Critical Black Rot. Outcome: Failure. Recommended.
936ff87a,5/16/2025,Grape,Leaf Blight,Seedling,Cold,High,Mancozeb,Chemical,3.0 pts/acre,17,Partial Control,Mancozeb used during Seedling stage under Cold conditions for High Leaf Blight. Outcome: Partial Control. Recommended.
124b2ee3,12/20/2025,Tomato,Bacterial Spot,Fruiting,Humid,Critical,Copper + Mancozeb,Chemical,3.0 pts/acre,27,Success,Copper + Mancozeb used during Fruiting stage under Humid conditions for Critical Bacterial Spot. Outcome: Success. Recommended.
6824c465,8/4/2025,Tomato,Early Blight,Flowering,Cold,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,21,Success,Chlorothalonil (Bravo) used during Flowering stage under Cold conditions for High Early Blight. Outcome: Success. Recommended.
ef11e793,2/27/2025,Potato,Late Blight,Harvest Ready,Dry/Sunny,Moderate,Propamocarb,Chemical,2.0 pts/acre,44,Failure,Propamocarb used during Harvest Ready stage under Dry/Sunny conditions for Moderate Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
5fbc55e2,11/23/2025,Grape,Leaf Blight,Vegetative,Humid,Moderate,Copper Oxychloride,Chemical,2.0 pts/acre,23,Partial Control,Copper Oxychloride used during Vegetative stage under Humid conditions for Moderate Leaf Blight. Outcome: Partial Control. Recommended.
d9ad4eb1,8/2/2025,Potato,Late Blight,Harvest Ready,Rainy,Low,Ridomil Gold,Chemical,2.0 pts/acre,57,Failure,Ridomil Gold used during Harvest Ready stage under Rainy conditions for Low Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
f98f4c90,11/9/2025,Grape,Esca (Black Measles),Harvest Ready,Hot,Low,Pruning & Sanitation,Mechanical,2.0 pts/acre,105,Partial Control,Pruning & Sanitation used during Harvest Ready stage under Hot conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
962db83a,8/19/2025,Apple,Cedar Apple Rust,Fruiting,Rainy,High,Myclobutanil,Chemical,3.0 pts/acre,43,Partial Control,Myclobutanil used during Fruiting stage under Rainy conditions for High Cedar Apple Rust. Outcome: Partial Control. Recommended.
5e9f3644,12/1/2025,Apple,Cedar Apple Rust,Seedling,Cold,Critical,Propiconazole,Chemical,3.0 pts/acre,26,Success,Propiconazole used during Seedling stage under Cold conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
4e739fc5,8/2/2025,Tomato,Bacterial Spot,Seedling,Cold,Low,Bacteriophages,Organic,2.0 pts/acre,47,Partial Control,Bacteriophages used during Seedling stage under Cold conditions for Low Bacterial Spot. Outcome: Partial Control. Recommended.
81b3e087,6/29/2025,Grape,Black Rot,Fruiting,Dry/Sunny,Critical,Lime Sulfur,Organic,3.0 pts/acre,12,Failure,Lime Sulfur used during Fruiting stage under Dry/Sunny conditions for Critical Black Rot. Outcome: Failure. Recommended.
77c77c3e,6/13/2025,Potato,Early Blight,Fruiting,Rainy,High,Copper Hydroxide,Organic,3.0 pts/acre,11,Failure,Copper Hydroxide used during Fruiting stage under Rainy conditions for High Early Blight. Outcome: Failure. Recommended.
a90eb561,2/26/2025,Grape,Black Rot,Vegetative,Rainy,Critical,Captan,Chemical,3.0 pts/acre,17,Partial Control,Captan used during Vegetative stage under Rainy conditions for Critical Black Rot. Outcome: Partial Control. Recommended.
82f7314a,2/12/2026,Tomato,Bacterial Spot,Harvest Ready,Dry/Sunny,High,Agri-Mycin,Chemical,3.0 pts/acre,34,Partial Control,Agri-Mycin used during Harvest Ready stage under Dry/Sunny conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
8a2512e1,12/19/2025,Apple,Cedar Apple Rust,Vegetative,Cold,High,Propiconazole,Chemical,3.0 pts/acre,26,Success,Propiconazole used during Vegetative stage under Cold conditions for High Cedar Apple Rust. Outcome: Success. Recommended.
9bfa36ca,9/30/2025,Apple,Apple Scab,Flowering,Hot,Moderate,Myclobutanil,Chemical,2.0 pts/acre,40,Success,Myclobutanil used during Flowering stage under Hot conditions for Moderate Apple Scab. Outcome: Success. Recommended.
06e038df,5/13/2025,Tomato,Late Blight,Vegetative,Hot,High,Fixed Copper,Organic,3.0 pts/acre,20,Partial Control,Fixed Copper used during Vegetative stage under Hot conditions for High Late Blight. Outcome: Partial Control. Recommended.
2572e880,12/19/2025,Grape,Black Rot,Seedling,Humid,Low,Captan,Chemical,2.0 pts/acre,18,Success,Captan used during Seedling stage under Humid conditions for Low Black Rot. Outcome: Success. Recommended.
90ae7b41,11/3/2025,Tomato,Bacterial Spot,Vegetative,Humid,Moderate,Bacteriophages,Organic,2.0 pts/acre,45,Partial Control,Bacteriophages used during Vegetative stage under Humid conditions for Moderate Bacterial Spot. Outcome: Partial Control. Recommended.
26bc1fc0,10/5/2025,Potato,Late Blight,Harvest Ready,Cold,Low,Ridomil Gold,Chemical,2.0 pts/acre,50,Failure,Ridomil Gold used during Harvest Ready stage under Cold conditions for Low Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
5e0f7eb2,5/31/2025,Potato,Late Blight,Flowering,Rainy,Critical,Propamocarb,Chemical,3.0 pts/acre,44,Partial Control,Propamocarb used during Flowering stage under Rainy conditions for Critical Late Blight. Outcome: Partial Control. Recommended.
de168c09,8/28/2025,Grape,Leaf Blight,Fruiting,Dry/Sunny,High,Mancozeb,Chemical,3.0 pts/acre,20,Partial Control,Mancozeb used during Fruiting stage under Dry/Sunny conditions for High Leaf Blight. Outcome: Partial Control. Recommended.
57d68978,12/14/2025,Potato,Early Blight,Seedling,Cold,Moderate,Mancozeb (Dithane),Chemical,2.0 pts/acre,16,Success,Mancozeb (Dithane) used during Seedling stage under Cold conditions for Moderate Early Blight. Outcome: Success. Recommended.
e0aa868c,10/20/2025,Potato,Late Blight,Harvest Ready,Rainy,Critical,Fixed Copper,Organic,3.0 pts/acre,19,Failure,Fixed Copper used during Harvest Ready stage under Rainy conditions for Critical Late Blight. Outcome: Failure. Recommended.
8f82583e,6/14/2025,Apple,Cedar Apple Rust,Harvest Ready,Humid,Critical,Myclobutanil,Chemical,3.0 pts/acre,43,Failure,Myclobutanil used during Harvest Ready stage under Humid conditions for Critical Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
8a33b75d,1/16/2026,Tomato,Early Blight,Flowering,Rainy,Critical,Mancozeb (Dithane),Chemical,3.0 pts/acre,15,Partial Control,Mancozeb (Dithane) used during Flowering stage under Rainy conditions for Critical Early Blight. Outcome: Partial Control. Recommended.
421091b8,6/17/2025,Tomato,Late Blight,Seedling,Cold,Low,Propamocarb,Chemical,2.0 pts/acre,40,Success,Propamocarb used during Seedling stage under Cold conditions for Low Late Blight. Outcome: Success. Recommended.
ca014a9a,3/31/2025,Apple,Cedar Apple Rust,Harvest Ready,Cold,Low,Myclobutanil,Chemical,2.0 pts/acre,42,Failure,Myclobutanil used during Harvest Ready stage under Cold conditions for Low Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
3bce51d2,10/25/2025,Potato,Late Blight,Fruiting,Hot,Moderate,Fixed Copper,Organic,2.0 pts/acre,11,Partial Control,Fixed Copper used during Fruiting stage under Hot conditions for Moderate Late Blight. Outcome: Partial Control. Recommended.
b06065de,10/9/2025,Potato,Late Blight,Flowering,Rainy,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,58,Success,Ridomil Gold used during Flowering stage under Rainy conditions for Moderate Late Blight. Outcome: Success. Recommended.
350429a2,6/26/2025,Tomato,Bacterial Spot,Harvest Ready,Dry/Sunny,Moderate,Bacteriophages,Organic,2.0 pts/acre,46,Partial Control,Bacteriophages used during Harvest Ready stage under Dry/Sunny conditions for Moderate Bacterial Spot. Outcome: Partial Control. Recommended.
b1f0bacf,6/18/2025,Potato,Late Blight,Vegetative,Hot,Moderate,Propamocarb,Chemical,2.0 pts/acre,36,Success,Propamocarb used during Vegetative stage under Hot conditions for Moderate Late Blight. Outcome: Success. Recommended.
